hard_skill,soft_skill,label,candidate_field
"['bioinformatics', 'biotechnology', 'clinical research', 'device', 'health products', 'medical', 'medical affairs', 'pharmaceutical', 'pharmaceutical sales', 'pharmacovigilance', 'remuneration', 'sales', 'sampling']","['consulting', 'first aid', 'quality assurance', 'research']",0,healthcare & medical
"['gps', 'mental health', 'nursing', 'pathology', 'psychology', 'triage']",[],0,healthcare & medical
"['booking', 'business', 'business development', 'kpis', 'relationship building', 'track']",['meeting'],0,sales
"['analytics', 'business', 'cart', 'data', 'device', 'digital', 'digital marketing', 'google analytics', 'magento', 'merchandising', 'mills', 'online store', 'project management', 'retail software', 'sales']","['integration', 'management', 'operations', 'planning', 'social media']",0,marketing
"['article', 'brand awareness', 'business', 'cosmetics', 'crm', 'data', 'data management', 'digital', 'digital marketing', 'digital media', 'e-commerce', 'global marketing', 'inventory', 'inventory management', 'lifecycle management', 'marketing communications', 'merchandising', 'photo manipulation', 'product design', 'public relations', 'sales', 'skin care', 'social media advertising', 'social networks', 'stakeholder management', 'track', 'trading']","['communications', 'creativity', 'innovation', 'management', 'organizational skills', 'social media', 'writing']",0,marketing
"['public transport', 'service', 'excel']","['customer service', 'microsoft office', 'social media']",0,administration & office support
"['application', 'billing', 'care coordination', 'discharge planning', 'eclipse', 'medical', 'office management', 'public transport', 'service']","['compassion', 'management', 'operations', 'planning']",0,healthcare & medical
"['radiography', 'service']",[],0,healthcare & medical
"['application', 'crisis intervention', 'networking', 'psychology', 'registration']","['management', 'time management', 'writing']",0,healthcare & medical
"['career development', 'radiology', 'registration', 'service']",[],0,healthcare & medical
"['acting', 'billing', 'business', 'customer experience', 'mediation', 'medical', 'medicare', 'service', 'working with children', 'excel']","['business administration', 'compassion', 'computer literacy', 'customer service', 'leadership', 'literacy', 'optimism', 'presentations', 'professionalism']",0,administration & office support
"['business', 'medical', 'retina', 'retinal']",[],0,healthcare & medical
"['accounts payable', 'accruals', 'business', 'data', 'finance', 'inventory', 'inventory control', 'manufacturing', 'purchasing', 'sap accounts payable', 'service']","['customer service', 'management', 'meeting']",0,administration & office support
"['build process', 'building codes', 'business', 'computers', 'go', 'remuneration', 'system', 'excel']","['accountability', 'creativity', 'empathy', 'management', 'time management']",0,sales
"['application', 'audit schedules', 'business', 'care planning', 'continuous quality improvement', 'cqi', 'data', 'education program', 'food safety', 'incident management', 'indicators', 'infection', 'infection control', 'medical', 'needs analysis', 'nursing', 'project planning', 'quality improvement', 'system', 'track']","['agenda', 'coordinating', 'leadership', 'management', 'meeting', 'planning', 'quality assurance', 'team leadership']",0,healthcare & medical
"['application', 'cabinetry', 'data', 'glazing', 'numeracy', 'sales', 'service', 'system', 'windows', 'excel']","['customer service', 'data entry', 'loading and unloading']",0,retail & consumer products
"['application', 'billing', 'booking', 'diction', 'medical', 'service']","['customer service', 'filing']",0,healthcare & medical
"['acute care', 'application', 'community health', 'emergency departments', 'employment applications', 'healthcare services', 'infection', 'infection control', 'medical', 'mental health', 'nursing', 'nursing care', 'palliative care', 'registration', 'rehabilitation']","['compassion', 'training and development']",0,healthcare & medical
"['business', 'finance', 'financial management', 'renewable energy', 'scale', 'statutory accounts', 'track']","['management', 'operations']",0,accounting
"['business', 'eas', 'his', 'intranet', 'press releases', 'reconciliation', 'travel coordination']","['diplomacy', 'management', 'patience', 'presentations']",0,administration & office support
"['business', 'closing', 'higher education', 'service', 'student services']","['business administration', 'customer service', 'microsoft office', 'research', 'spreadsheets']",0,administration & office support
"['agriculture', 'business', 'manufacturing', 'service', 'tax', 'tourism', 'track']","['customer service', 'management']",0,accounting
"['application', 'healing', 'home care', 'perioperative', 'private hospital', 'stewardship', 'testing']",['hospitality'],0,healthcare & medical
"['application', 'sales', 'service']","['customer service', 'retail sales']",0,retail & consumer products
"['booking', 'business', 'crm', 'data', 'draft', 'perm', 'risk management', 'switch', 'vehicle', 'databases']","['data entry', 'leadership', 'management', 'meeting', 'operations', 'sorting', 'typing']",0,administration & office support
"['advertisement', 'cad', 'closing', 'direct selling', 'sales', 'track']",['self starter'],0,sales
"['algorithms', 'analytics', 'bid management', 'digital', 'digital media', 'google analytics', 'product innovation', 'testing', 'tests', 'tracking', 'excel']","['innovation', 'management', 'writing']",0,marketing
"['application', 'funeral services', 'justice', 'medical', 'service', 'track']","['customer service', 'meeting', 'operations']",0,retail & consumer products
"['business', 'finance', 'legislation', 'tax', 'wealth management']","['english', 'management', 'operations', 'planning']",0,accounting
"['numeracy', 'sales', 'service', 'trading']","['customer service', 'literacy']",0,retail & consumer products
['system'],"['integration', 'management', 'meeting', 'writing']",1,telecomunication
"['application', 'business', 'business requirements', 'career development', 'employee benefits', 'information systems', 'project management', 'remuneration', 'technology solutions']","['management', 'planning', 'training and development']",1,telecomunication
"['business', 'design portfolio', 'digital', 'digital advertising', 'digital design', 'java', 'jquery', 'mobile', 'templates', 'ux']",[],0,"advertising, arts & media"
"['business', 'document control', 'legislation', 'oil and gas', 'project management', 'regulatory compliance', 'service']","['administrative skills', 'customer service', 'innovation', 'management', 'microsoft office', 'operations', 'quality assurance']",0,administration & office support
"['data', 'digital', 'email marketing', 'salesforce']",[],0,marketing
"['business', 'copywriting', 'newsletters', 'publishing']","['constructive feedback', 'writing']",0,"advertising, arts & media"
"['career development', 'look and feel', 'service', 'system']","['management', 'problem solving']",0,retail & consumer products
"['business', 'finance', 'financial statements', 'management accounting', 'performance analysis', 'reconciliation', 'excel']","['collaboration', 'leadership', 'management', 'people management']",0,accounting
"['business', 'business development', 'franchising', 'growth strategies', 'negotiation strategies', 'sales']","['hospitality', 'negotiation']",0,sales
"['business', 'business case', 'change management', 'data', 'data analysis', 'procurement', 'requirements management', 'stakeholder management', 'testing', 'excel']","['management', 'microsoft excel', 'negotiation', 'writing']",1,telecomunication
"['business', 'data', 'service', 'excel']","['customer service', 'data entry']",0,administration & office support
"['act', 'collaborative research', 'critical care', 'intensive care medicine', 'intensive care unit', 'justice', 'less', 'medical', 'medical emergency', 'medicine', 'mental health', 'neurosurgery', 'nursing', 'nursing care', 'rehabilitation', 'vaccination']","['accountability', 'communications', 'research', 'teaching']",0,healthcare & medical
